,Year,Brand,Transmission,Body,Fuel,Price,Capacity,Mileage
54,-5,3,1,1,3,-0.388072102780168,-0.8578379200086523,0.13752742011247848
55,-10,5,1,1,3,0.7656105021573375,2.3652763879754035,1.1292026617820372
56,-5,3,1,2,3,-0.06377359993828438,-0.8578379200086523,-0.6713076988742553
57,-4,3,1,1,3,0.4021725248345369,-0.8578379200086523,-0.668208713744038
58,-7,5,2,1,1,0.3089832998799727,0.09508283191706851,-0.3893000520244746
59,-4,3,1,2,3,0.141242694961757,-0.8298108390696606,-1.1020666319744699
60,-10,5,1,1,3,-0.4365304997565414,1.5244639598056497,1.6250402826168167
61,-9,5,1,1,1,0.3089832998799727,1.5244639598056497,0.7883142974581264
62,-7,3,0,2,1,-0.9583901595021013,-0.4374317059237755,0.47221781417595454
63,-5,5,1,1,1,0.15988053995266985,0.12310991285606031,-1.3902722490846855
64,-7,5,1,1,3,0.4021725248345369,1.5244639598056497,1.036233107875516
65,-7,3,1,1,1,-0.4178926547656286,-0.8578379200086523,-1.721863658017944
66,-5,3,1,1,1,-0.8279252445657114,-0.9979733247036113,0.7604234312861701
67,-7,5,1,1,1,0.46367741330454937,1.5244639598056497,-0.17237109290925862
68,-6,3,0,1,1,-0.9416160990102798,-0.4374317059237755,-0.30826159086929034
69,-5,5,1,1,1,0.3276211448708855,0.12310991285606031,-1.436757026037946
70,-8,3,1,2,1,-0.5017629572247364,-0.8578379200086523,-0.4202899033266483
71,-9,4,1,1,1,-0.2725174638365083,1.496436878866658,0.39077648495384204
72,-8,3,1,1,1,-0.40857373227017213,-0.8298108390696606,0.3234665279255208
73,-5,5,1,2,1,0.7935672696437068,0.12310991285606031,-1.1640463345788175
74,-4,3,1,1,3,0.08532915998901844,-0.8298108390696606,-1.5824093271581625
75,-7,5,1,2,1,0.12260484997084414,0.12310991285606031,-0.4822696059309957
76,-8,3,0,2,1,-1.0515793844566657,-0.4374317059237755,-0.35831020072230085
77,-7,4,1,1,3,0.4580860598072755,1.5244639598056497,0.20260610784704328
78,-5,3,1,1,1,-0.2874277398292386,-0.8578379200086523,-0.1413812416070849
79,-4,3,1,1,3,0.029415625016279884,-0.8578379200086523,-0.4202899033266483
80,-5,5,1,1,1,0.3276211448708855,0.12310991285606031,-1.525078102249141
81,-7,3,0,1,1,-1.1708615923985077,-0.4374317059237755,-0.35831020072230085
82,-4,3,1,2,3,-0.0730925224337408,-0.8298108390696606,0.8193041487603001
83,-5,3,1,1,1,0.025688056018097316,-0.8298108390696606,-0.3893000520244746
84,-7,3,1,2,1,-0.08800279842647109,-0.8578379200086523,-1.4429549962983808
85,-11,3,0,2,1,-1.1671340234003253,-0.4374317059237755,1.6622281041794251
86,-9,5,1,1,3,0.3835346798436241,1.5244639598056497,1.1292026617820372
87,-10,5,1,2,1,-0.09732172092192751,2.3372493070364118,1.5630605800124693
88,-8,3,1,1,1,-0.007860064965545819,-0.8578379200086523,-0.5442493085353431
89,-8,3,1,2,1,-0.23151420485650004,-0.8298108390696606,0.5403954870407367
90,-8,4,1,2,3,0.5046806722845576,1.5244639598056497,0.2635011656558146
91,-4,3,1,1,3,0.08532915998901844,-0.8578379200086523,-1.1020666319744699
92,-3,5,1,1,1,1.2408755494256154,0.09508283191706851,-1.7283715267914006
93,-7,3,1,2,1,-0.28183638633196473,-0.8578379200086523,-0.17237109290925862
94,-7,3,0,2,1,-0.930433392015732,-0.4374317059237755,0.6333650409472579
95,-7,3,0,2,1,-0.9639815129993752,-0.4374317059237755,-1.4522519516890329
96,-6,5,1,1,3,0.8681186496073583,1.5244639598056497,0.4784157844363893
97,-4,3,1,1,3,-0.026497909956458673,-0.8578379200086523,-0.07940153900273748
98,-7,3,0,1,1,-1.204409713382151,-0.4374317059237755,-0.20336094421143233
99,-9,5,1,1,3,0.029415625016279884,1.5244639598056497,1.5010808774081217
100,-8,5,1,2,1,0.4021725248345369,1.5244639598056497,0.8502940000624738
101,-4,3,1,1,3,0.5233185172754705,-0.8298108390696606,-0.8541478215570802
102,-10,5,1,1,3,0.06296374599992302,1.496436878866658,3.050573442516807
103,-7,3,1,1,3,-0.1606903938910312,-0.8578379200086523,0.01356801490378365
104,-7,4,1,1,3,-0.19610229937376564,1.496436878866658,-0.3173726071521294
105,-8,3,1,1,1,-0.38061696478380286,-0.8578379200086523,1.377121472199427
106,-4,3,1,1,1,0.4674049823027319,-0.21321505841184119,0.057852512414589885
107,-6,5,1,1,1,0.6817401996982297,0.12310991285606031,-0.9471173754636014
108,-10,5,1,1,3,-0.427211577261085,1.5244639598056497,0.23049697401899963
109,-6,3,2,1,1,-0.7571014336002425,0.12310991285606031,0.01356801490378365
110,-5,3,1,1,3,0.029415625016279884,-0.8578379200086523,1.1911823643863846
111,-5,5,1,1,1,1.2035998594437896,0.12310991285606031,-1.4072856774495788
112,-8,3,1,1,1,-0.2874277398292386,-0.8578379200086523,0.1995071227168259
113,-5,5,1,1,1,0.7190158896800555,0.12310991285606031,-0.5132594572331695
114,-8,5,1,1,3,0.1393789104626657,1.5244639598056497,1.3461316208972531
115,-4,3,1,1,3,0.15056161745721341,-0.8578379200086523,-0.9161275241614276
116,-7,3,0,1,1,-0.9527988060048275,-0.4374317059237755,0.4164360818320419
117,-5,3,1,2,3,-0.6135900271702135,0.12310991285606031,-0.451279754628822
118,-5,3,1,1,3,-0.011587633963728389,-0.8578379200086523,-1.1330564832766437
119,-5,5,1,2,1,0.9426700295710096,0.12310991285606031,-0.8851376728592539
120,-5,3,1,1,3,-0.048863323945554094,-0.8578379200086523,0.3234665279255208
121,-8,3,1,1,3,-0.2725174638365083,-0.8298108390696606,-0.4822696059309957
122,-5,3,1,1,1,-0.6844138381356824,-0.8578379200086523,-0.451279754628822
123,-10,5,1,1,1,0.08532915998901844,1.5244639598056497,2.3997865651711594
124,-8,5,1,1,1,1.0638160220119433,2.3372493070364118,0.726334594853779
125,-5,3,1,2,3,-0.08241144492919723,-0.8578379200086523,-1.009097078067949
126,-6,5,1,1,1,-0.24083312735195647,0.12310991285606031,0.11977023531633296
127,-7,5,1,1,3,0.735789950171877,1.5244639598056497,1.0049333580603206
128,-5,5,1,1,1,-0.06377359993828438,0.12310991285606031,-0.8231579702549066
129,-7,3,0,1,1,-0.9397523145111885,-0.4374317059237755,0.6333650409472579
130,-6,5,1,1,1,0.10396700497993129,0.09508283191706851,-0.39131439235911586
131,-5,5,1,1,1,0.7190158896800555,0.09508283191706851,-1.2260260371831648
132,-6,5,1,2,1,0.5885509747436655,0.09508283191706851,-0.6793030805102162
133,-8,3,1,2,1,-0.7067792521247778,-0.8578379200086523,0.4474259331342156
134,-6,5,1,1,1,0.5978698972391219,0.12310991285606031,-1.7094677174970747
135,-5,3,1,1,1,-0.1756006698837615,-0.8298108390696606,0.4164360818320419
136,-10,4,1,1,3,-0.6452743636547654,1.0480035838427895,-0.5132594572331695
137,-5,5,1,1,1,0.29034545488905983,0.09508283191706851,0.6953447435516052
138,-9,4,1,1,1,-0.20355743737013077,1.5244639598056497,1.1911823643863846
139,-3,3,1,1,3,-0.3433412748019772,-0.8578379200086523,-0.801465074343385
140,-8,5,1,1,3,-0.40857373227017213,1.5244639598056497,0.726334594853779
141,-6,3,0,1,1,-1.1168118419248605,-0.4374317059237755,0.43193100748312874
142,-8,3,1,1,1,-0.3992548097747157,-0.8578379200086523,0.40465993833721586
143,-8,3,0,1,1,-1.1168118419248605,-0.4374317059237755,-0.7789974321493089
144,-6,3,1,1,1,-0.8186063220702549,-0.8578379200086523,-0.5070614869727347
145,-5,3,1,1,1,-0.42162022376381114,-0.8578379200086523,-1.2999368325388492
146,-7,3,1,2,1,-0.2501520498474129,-0.8578379200086523,0.5713853383429104
147,-10,5,1,1,1,0.21206650592722584,1.5244639598056497,2.461766267775507
148,-6,3,1,1,1,-0.6601846396474956,-0.8578379200086523,-1.4336580409077286
149,-4,5,1,1,1,0.9203046155819142,0.12310991285606031,-0.9471173754636014
150,-4,3,1,2,3,0.4021725248345369,-0.8298108390696606,-1.0400869293701225
151,-7,3,0,2,1,-0.9583901595021013,-0.4374317059237755,-0.6155259665303426
152,-6,3,1,2,3,-0.3433412748019772,-0.8298108390696606,-0.5132594572331695
153,-5,3,1,1,1,0.08532915998901844,-0.8578379200086523,-0.07940153900273748
154,-3,5,1,2,1,1.166324169461964,0.12310991285606031,-1.421262100386859
155,-10,5,1,1,3,0.5326374397709269,1.496436878866658,1.6560301339189902
156,-9,5,1,1,3,-0.38434453378198546,1.5244639598056497,-0.2963304981179535
157,-7,5,1,1,3,0.5699131297527527,1.5244639598056497,0.23049697401899963
158,-9,5,1,1,3,0.34625898986179837,1.5244639598056497,0.8812838513646476
159,-7,3,1,1,3,-0.5334472937092882,-0.8578379200086523,-0.01742183639839006
160,-7,5,1,1,3,0.5885509747436655,1.5244639598056497,1.7059857742180944
161,-8,3,1,2,3,-0.5483575697020185,-0.8578379200086523,0.3234665279255208
162,-7,3,0,1,1,-0.9211144695202755,-0.4374317059237755,-1.2903919583377796
163,-4,3,1,1,1,0.5512752847618397,-0.8578379200086523,-0.9161275241614276
164,-4,3,1,1,1,-0.30606558482015145,-0.8578379200086523,0.8812838513646476
165,-5,3,1,2,1,-0.10850442791647522,-0.9979733247036113,1.8109793904298588
166,-7,3,0,1,1,-0.8372441670611678,-0.4374317059237755,0.1995071227168259
167,-7,5,1,1,1,0.8848927100991798,0.12310991285606031,0.726334594853779
168,-4,5,1,1,1,0.9053943395891839,0.12310991285606031,-1.1144625724953394
169,-10,4,1,1,3,-0.026497909956458673,1.0480035838427895,1.7489996878255114
170,-7,3,0,1,1,-0.9062041935275453,-0.4374317059237755,0.044557866205957364
171,-7,5,1,2,1,0.4021725248345369,0.12310991285606031,-0.4202899033266483
172,-6,5,1,2,3,0.02009670252082346,2.3652763879754035,0.6798498179005185
173,-8,3,1,1,3,-0.8130149685729811,-0.8578379200086523,0.8812838513646476
174,-5,5,1,1,1,0.4021725248345369,0.12310991285606031,-0.5752391598375168
175,-4,3,1,2,3,0.7171521051809642,-0.8578379200086523,-0.8851376728592539
176,-5,3,1,1,3,0.141242694961757,-0.8578379200086523,-0.0591031863998137
177,-5,3,1,1,3,-0.15696282489284863,-0.8578379200086523,0.5775833086033452
178,-9,4,2,1,1,0.4021725248345369,1.496436878866658,0.17015973353366742
179,-5,3,1,1,3,-0.2874277398292386,-0.8298108390696606,0.26148682532117334
180,-4,3,1,1,1,0.17851838494358271,-0.8298108390696606,-0.20336094421143233
181,-7,3,0,1,1,-0.9211144695202755,-0.4374317059237755,-0.5690411895770822
182,-8,3,1,1,3,-0.36197911979289,-0.8578379200086523,-0.07940153900273748
183,-5,3,1,1,3,-0.2371055583537739,-0.8578379200086523,-0.3893000520244746
184,-7,3,0,1,1,-1.195836304686331,-0.4374317059237755,-0.01742183639839006
185,-7,3,0,1,1,-1.2025459288830596,-0.4374317059237755,0.6728771013575293
186,-5,3,1,1,1,-0.23524177385468262,-0.8298108390696606,-0.5274837989808672
187,-8,3,1,2,1,-0.2874277398292386,-0.8578379200086523,-1.2570158884853384
188,-7,5,1,2,1,0.2530697649072341,0.09508283191706851,-0.6372188624418643
189,-11,5,1,1,1,0.29034545488905983,0.12310991285606031,0.726334594853779
190,-8,3,0,1,1,-0.8670647190466283,-0.44864253829937223,1.5303043071860716
191,-5,3,1,1,1,-0.570722983691114,-0.8578379200086523,0.1685172714146522
192,-7,3,0,2,1,-1.0180312634730224,-0.4374317059237755,0.13752742011247848
193,-7,3,0,1,1,-1.0907188589375825,-0.4374317059237755,-0.23435079551360605
194,-4,3,1,2,1,-0.3433412748019772,-0.8578379200086523,0.07554771750813107
195,-5,3,1,1,3,-0.2725174638365083,-0.8578379200086523,-0.5674916970119734
196,-7,3,0,2,1,-0.995665849483927,-0.4374317059237755,0.18401219706573907
197,-5,3,1,1,3,0.02009670252082346,-0.8578379200086523,-0.27507146012466227
198,-6,3,1,1,1,-0.3340223523065207,-0.8578379200086523,-0.11039139030491119
199,-7,3,0,1,1,-0.8838387795384499,-0.4374317059237755,-0.6062290111396905
200,-4,3,1,1,3,0.21393029042631712,-0.8578379200086523,0.1995071227168259
201,-6,3,1,1,3,-0.45516834474745427,-0.8578379200086523,-1.1330564832766437
202,-5,3,1,1,3,-0.5390386472065621,-0.8298108390696606,-0.2963304981179535
203,-7,5,1,1,3,1.0544970995164868,1.496436878866658,0.2862787063629123
204,-5,3,1,1,1,-0.19423851487467433,-0.8298108390696606,0.6508123272303816
205,-7,3,0,1,1,-0.995665849483927,0.12310991285606031,0.4784157844363893
206,-7,3,1,1,3,-0.8279252445657114,-0.8298108390696606,0.4164360818320419
207,-7,3,0,2,1,-0.9211144695202755,-0.4374317059237755,-0.9998001226772967
208,-8,5,1,1,3,0.3835346798436241,1.496436878866658,0.6023751896450842
209,-5,5,1,1,1,0.5102720257818315,0.12310991285606031,-0.5907340854886037
210,-4,5,1,2,1,0.10023943598174873,0.12310991285606031,-1.195036185880991
211,-4,3,1,1,1,0.4208103698254498,-0.8578379200086523,-0.8851376728592539
212,-6,3,1,2,1,-0.5017629572247364,-0.8578379200086523,-0.4202899033266483
213,-3,5,1,1,1,1.0917727894983125,0.12310991285606031,-1.7683484349712046
214,-5,3,1,1,1,-0.8465630895566242,-0.8298108390696606,0.509405635738563
215,-5,3,1,1,3,0.1393789104626657,-0.8578379200086523,0.38544623052986815
216,-7,3,0,2,1,-0.902849381429181,-0.4374317059237755,-1.287076044248447
217,-4,3,1,1,3,0.13751512596357443,-0.8578379200086523,-0.5132594572331695
218,-9,5,1,1,3,0.4114914473299934,1.5244639598056497,0.509405635738563
219,-4,3,1,1,3,-0.2128763598655872,-0.8578379200086523,-0.8231579702549066
220,-4,3,1,1,1,-0.30792936931924275,-0.8578379200086523,0.1146569098514743
221,-7,3,0,1,1,-0.995665849483927,-0.4374317059237755,0.42356374763154186
222,-3,5,1,1,1,1.389978309352918,0.12310991285606031,-1.7528535093201179
223,-8,3,1,1,1,-0.2762450328346909,-0.8578379200086523,-0.8231579702549066
224,-7,3,0,1,1,-1.0143036944748398,-0.4374317059237755,1.6995708749985443
225,-6,5,1,1,1,-0.31724829181469916,0.12310991285606031,-0.668208713744038
226,-7,3,1,1,1,-0.3247034298110643,-0.8578379200086523,0.5713853383429104
227,-8,4,1,1,3,0.3089832998799727,1.5244639598056497,1.9659286469407273
228,-9,5,1,2,1,0.4767239047981883,1.5244639598056497,0.8502940000624738
229,-8,3,1,1,1,-0.3899358872792593,-0.8578379200086523,1.8636931274948563
230,-4,3,1,2,1,0.21579407492540842,-0.8298108390696606,-0.26534064681577973
231,-6,3,1,1,1,-0.3899358872792593,-0.8298108390696606,-0.17237109290925862
232,-7,5,1,2,1,0.141242694961757,0.12310991285606031,-1.0710767806722963
233,-7,5,1,1,1,0.6444633914457045,1.496436878866658,-0.8602528222636084
234,-6,3,1,1,1,-0.08241144492919723,-0.8298108390696606,-0.8080039329681435
235,-5,3,1,1,3,-0.6079986736729397,-0.8578379200086523,-0.6936823715144248
236,-8,5,1,2,3,1.1476863244710511,2.3652763879754035,1.2918993811184492
237,-6,3,1,2,3,-0.19423851487467433,-0.8578379200086523,-1.0400869293701225
238,-4,3,1,2,3,0.09464808248447487,-0.8298108390696606,-0.1413812416070849
239,-9,5,1,2,3,0.8308429596255326,1.5244639598056497,2.0898570622981203
240,-4,3,1,1,3,0.010777780025367034,-0.8298108390696606,-0.04841168770056377
241,-4,3,1,2,1,0.5512752847618397,-0.8578379200086523,-0.6713076988742553
242,-5,3,1,1,1,-0.16255417839012248,-0.8578379200086523,-0.20336094421143233
243,-4,3,1,2,1,0.010777780025367034,-0.8578379200086523,-0.5907340854886037
244,-8,3,1,1,3,-0.009723849464637105,-0.8578379200086523,-0.11039139030491119
245,-4,3,1,2,3,0.17851838494358271,-0.8298108390696606,-0.3893000520244746
246,-7,5,1,2,1,0.4021725248345369,1.496436878866658,-0.835553910775776
247,-7,3,1,1,3,-0.06377359993828438,-0.8298108390696606,-0.07940153900273748
248,-5,3,1,1,1,-0.6079986736729397,-0.8578379200086523,-1.4628504808343763
249,-7,3,0,2,1,-1.055306953454848,-0.4374317059237755,0.8812838513646476
250,-10,5,1,2,1,-0.2874277398292386,2.3652763879754035,1.5940504313146429
251,-8,3,1,1,3,-0.6788224846384086,-0.9979733247036113,0.4164360818320419
252,-9,5,1,2,3,0.774929424652794,2.3372493070364118,1.8109793904298588
253,-7,5,1,1,1,0.7003780446891426,1.5244639598056497,1.0672229591776898
254,-5,5,1,1,1,0.8867564945982711,0.12310991285606031,-1.8148332119244652
255,-8,5,1,1,1,-0.3526601972974336,1.496436878866658,0.1995071227168259
256,-5,3,1,1,1,-0.6079986736729397,-0.8298108390696606,-1.5231567314684062
257,-8,3,1,2,3,-0.28370017083105603,-0.8298108390696606,-0.17237109290925862
258,-3,5,1,1,1,1.4645296893165696,0.12310991285606031,-1.435362482729348
259,-8,3,1,1,1,-0.2725174638365083,-0.8298108390696606,1.4056321353974268
260,-5,3,1,1,3,0.28102653239360337,-0.8298108390696606,-1.3731348613145833
261,-6,3,1,2,1,-0.38061696478380286,-0.8578379200086523,-0.20336094421143233
262,-6,5,1,1,1,0.19715622993449555,0.12310991285606031,-0.32732034942012717
263,-7,3,1,1,1,-0.035816832451915095,-0.8298108390696606,-0.5256553977540389
264,-7,5,1,1,1,-0.017178987461002247,0.12310991285606031,0.40270757770517895
265,-4,5,1,2,1,1.1476863244710511,0.12310991285606031,-0.37380512637338775
266,-8,5,1,1,1,0.3183022223754291,1.5244639598056497,0.8193041487603001
267,-8,4,1,1,3,0.5605942072572961,1.5244639598056497,0.4164360818320419
268,-5,3,1,1,3,-0.2501520498474129,-0.8578379200086523,-1.195036185880991
269,-7,3,0,1,1,-0.8745198570429935,-0.4374317059237755,-0.23435079551360605
270,-3,5,1,1,1,-0.20355743737013077,0.12310991285606031,-0.26534064681577973
271,-5,5,1,1,3,0.9240321845800968,1.5244639598056497,-0.32732034942012717
272,-5,3,1,2,3,-0.16628174738830506,-0.8578379200086523,-0.43578482897773513
273,-7,3,1,1,1,-0.7254170971156907,0.12310991285606031,0.24599189967008647
274,-4,3,1,2,3,-0.1103682124155665,-0.8298108390696606,-0.3893000520244746
275,-5,5,1,1,1,0.7190158896800555,0.12310991285606031,-1.0400869293701225
276,-5,3,1,1,3,0.20647515242995199,-0.8298108390696606,-0.8928851356847974
277,-6,5,1,2,1,0.6258266647254912,0.12310991285606031,-0.5267090526983128
278,-5,3,1,1,1,-0.5688591991920227,-0.8578379200086523,-0.6062290111396905
279,-4,3,1,2,3,0.513999594780014,-0.8578379200086523,-1.5579893243320495
280,-6,3,1,2,1,-0.7160981746202342,-0.8354162552574589,0.8812838513646476
281,-5,3,1,2,3,0.3928536023390805,-0.8578379200086523,-1.535924550204902
282,-8,4,1,1,3,-0.3340223523065207,1.5244639598056497,-0.7301884163483854
283,-5,5,1,1,1,1.129048479480138,0.12310991285606031,-1.3894045332482245
284,-9,4,1,1,3,0.4021725248345369,1.5244639598056497,1.8419692417320326
285,-9,5,1,1,3,-0.38248074928289416,1.5244639598056497,1.160192513084211
286,-10,5,1,1,3,-0.42162022376381114,1.5244639598056497,2.4472630173660894
287,-6,5,1,1,3,0.9538527365655574,1.5244639598056497,0.4784157844363893
288,-5,3,1,2,1,-0.06004603094010181,-0.8578379200086523,-0.026718791789042174
289,-7,3,0,1,1,-1.0180312634730224,-0.4374317059237755,-1.1640463345788175
290,-8,3,1,1,1,0.04805347000719274,-0.8578379200086523,0.5403954870407367
291,-4,5,1,1,1,0.7190158896800555,0.12310991285606031,0.26148682532117334
292,-7,3,0,1,1,-1.2025459288830596,-0.4374317059237755,-0.9871252734947077
293,-4,3,1,2,3,0.23443191991632126,-0.8298108390696606,-1.009097078067949
294,-6,3,0,1,1,-0.9062041935275453,-0.4374317059237755,-0.03964155978204861
295,-5,3,1,1,3,-0.08800279842647109,-0.8298108390696606,-0.55974423418643
296,-10,5,1,1,3,0.04805347000719274,1.5244639598056497,1.687019985221164
297,-4,3,1,1,3,0.4953617497891012,-0.8578379200086523,-0.23435079551360605
298,-5,5,1,1,1,1.2408755494256154,0.12310991285606031,-1.1995607041711085
299,-5,3,1,1,1,-0.7645565715966076,-0.8298108390696606,0.01356801490378365
300,-4,3,1,1,3,-0.08241144492919723,-0.8578379200086523,0.4164360818320419
301,-5,3,1,2,3,-0.4178926547656286,-0.8578379200086523,-0.04841168770056377
302,-8,4,1,1,3,0.6817401996982297,1.5244639598056497,0.6953447435516052
303,-6,5,1,1,3,0.6631023547073168,1.5244639598056497,-0.041779859521898596
304,-5,3,1,2,1,-0.7813306320884292,-0.8298108390696606,-0.8851376728592539
305,-5,3,1,2,1,-0.270653679337417,-0.8578379200086523,1.811878096117622
306,-6,3,0,1,1,-1.118675626423952,-0.4374317059237755,-0.1413812416070849
307,-8,4,1,2,3,0.3928536023390805,1.493634170772759,-0.11658936056534594
308,-8,3,1,2,3,-0.427211577261085,-0.8578379200086523,1.8092129689056349
309,-4,3,1,1,3,-0.1756006698837615,-0.8578379200086523,-0.451279754628822
310,-5,3,1,1,3,0.05737239250264917,-0.8578379200086523,-0.38310208176403987
311,-7,5,1,2,1,0.3089832998799727,1.5244639598056497,0.11273553907073952
312,-5,3,1,1,1,-0.2874277398292386,-0.8298108390696606,-0.4661238934025632
313,-10,5,1,2,3,0.029415625016279884,1.496436878866658,0.6209691004263884
314,-9,5,1,1,3,0.36489683485271124,1.496436878866658,0.7573244461559527
315,-3,3,1,1,1,0.2884816703899685,-0.8298108390696606,-1.1671453197090347
316,-8,5,1,2,3,0.15988053995266985,2.3652763879754035,-0.35831020072230085
317,-5,3,1,2,1,0.025688056018097316,-0.8578379200086523,-0.4202899033266483
318,-7,3,0,1,1,-0.8689285035457196,-0.4374317059237755,-0.23435079551360605
319,-7,3,0,1,1,-0.7589652180993338,0.12310991285606031,0.42520620975055706
320,-6,3,1,1,1,-0.2128763598655872,-0.8298108390696606,0.29247667662334703
321,-7,3,0,2,1,-0.995665849483927,-0.4374317059237755,0.23049697401899963
322,-4,3,1,1,3,-0.19423851487467433,0.09508283191706851,-0.6372188624418643
323,-7,3,1,2,1,-0.1979660838728569,-0.8578379200086523,-0.5756730177557473
324,-9,3,0,2,1,-1.0702172294475785,-0.4374317059237755,-0.5132594572331695
325,-5,5,1,1,1,1.129048479480138,0.12310991285606031,-1.535924550204902
326,-10,5,1,1,1,-0.16628174738830506,1.5244639598056497,1.377121472199427
327,-6,3,0,1,1,-1.1298583334184995,-0.44864253829937223,0.9122737026668213
328,-10,4,1,1,3,-0.026497909956458673,1.0480035838427895,1.7489996878255114
329,-7,3,1,1,3,-0.2725174638365083,-0.8578379200086523,-0.4202899033266483
330,-4,3,1,1,1,0.5475477157636572,-0.8578379200086523,-0.5442493085353431
331,-6,3,0,2,1,-0.9062041935275453,-0.4374317059237755,-0.9542450412631013
332,-4,5,1,1,1,1.1476863244710511,0.12310991285606031,-1.2880057397875122
333,-5,3,1,1,1,-0.5949521821793007,-0.9979733247036113,0.08496863230399188
334,-5,3,1,1,1,0.10396663222303147,-0.8578379200086523,-0.2808355724668666
