,Year,Brand,Transmission,Body,Fuel,Price,Capacity,Mileage
765,-4,3,1,1,3,0.010777780025367034,-0.9979733247036113,0.07554771750813107
766,-7,3,0,2,1,-0.995665849483927,-0.4374317059237755,0.7108396692026921
767,-5,3,1,1,1,-0.8018322615784333,-0.8578379200086523,0.13752742011247848
768,-4,5,1,1,1,0.9053943395891839,1.5244639598056497,-0.35831020072230085
769,-5,3,1,2,3,0.12260484997084414,-0.8298108390696606,-0.3893000520244746
770,-7,5,1,2,1,0.3183022223754291,0.12310991285606031,-0.26534064681577973
771,-8,3,1,1,1,-0.7067792521247778,-0.8578379200086523,-0.03837097587865949
772,-4,3,1,1,3,0.029415625016279884,-0.8578379200086523,-0.4202899033266483
773,-9,3,0,2,1,-1.060898306952122,-0.4374317059237755,-0.4891493529200783
774,-3,5,1,2,1,0.9799457195528354,0.12310991285606031,-1.1640463345788175
775,-5,3,0,1,2,0.4580860598072755,0.12310991285606031,-0.7133919169426073
776,-4,3,1,2,1,-0.30606558482015145,-0.8298108390696606,0.4758436267783089
777,-4,3,1,2,3,-0.21474014436467848,-0.8298108390696606,0.8502940000624738
778,-8,4,1,1,3,0.4953617497891012,1.5244639598056497,0.4784157844363893
779,-7,3,0,1,1,-1.1447686094112297,-0.4374317059237755,-0.8279613972067434
780,-4,3,1,2,3,0.010777780025367034,-0.8578379200086523,-0.2963304981179535
781,-9,4,1,1,3,0.2530697649072341,1.5244639598056497,1.8109793904298588
782,-9,5,1,2,3,0.4208103698254498,1.496436878866658,1.6250402826168167
783,-7,5,1,1,1,0.9613078745619225,0.12310991285606031,-0.11039139030491119
784,-4,5,1,1,1,1.1476863244710511,0.09508283191706851,-1.1016637639075417
785,-7,3,1,1,3,-0.6806862691374997,-0.8298108390696606,0.943263553968995
786,-7,3,1,1,3,-0.20728500636831335,-0.8578379200086523,-1.1020666319744699
787,-9,5,1,1,3,0.3089832998799727,1.5244639598056497,1.0827178848287766
788,-5,3,1,1,1,-0.09173036742465365,-0.8578379200086523,-0.23435079551360605
789,-7,3,0,2,1,-0.9583901595021013,-0.4374317059237755,-0.5132594572331695
790,-8,3,0,1,1,-1.2025459288830596,-0.4374317059237755,0.8502940000624738
791,-8,4,1,1,3,0.3276211448708855,1.5244639598056497,0.6953447435516052
792,-8,3,1,1,3,-0.3433412748019772,-0.8578379200086523,0.5156036059989978
793,-7,3,1,1,1,-0.6452743636547654,-0.8578379200086523,-0.5442493085353431
794,-4,3,1,2,3,-0.05445467744282795,-0.8578379200086523,-0.3893000520244746
795,-4,5,1,2,1,0.8364343131228064,0.12310991285606031,-1.1702443048392521
796,-5,5,1,1,1,0.6761488462009558,0.12310991285606031,-1.009097078067949
797,-7,5,1,2,3,0.6631023547073168,1.496436878866658,0.726334594853779
798,-6,5,1,2,1,0.3089832998799727,0.12310991285606031,-0.7611782676505591
799,-6,3,1,1,1,-0.1756006698837615,-0.8578379200086523,-0.5197983158579281
800,-6,5,1,2,1,0.5699131297527527,0.09508283191706851,0.6643548922494316
801,-4,5,1,2,1,26.49515551211253,0.12310991285606031,-1.5514194758559887
802,-3,5,1,2,1,1.2557858254183456,0.09508283191706851,-0.9161275241614276
803,-11,3,0,2,1,-1.3441935508139973,-0.4374317059237755,2.430776416473333
804,-7,3,0,2,1,-0.9416160990102798,-0.4374317059237755,0.35445637922769446
805,-3,5,1,1,1,0.19715622993449555,0.12310991285606031,-0.7301884163483854
806,-9,3,0,2,1,-1.0888550744384913,-0.4374317059237755,-0.534952353144691
807,-10,5,1,1,1,0.08532915998901844,1.5244639598056497,5.002934074553751
808,-5,5,1,1,1,0.025688056018097316,0.12310991285606031,-1.411965144996207
809,-5,3,1,1,3,-0.1756006698837615,-0.8578379200086523,0.044557866205957364
810,-8,3,1,2,1,-0.3992548097747157,-0.8578379200086523,0.26148682532117334
811,-6,3,0,1,1,-1.0590345224530306,-0.4374317059237755,-0.6062290111396905
812,-8,3,0,2,1,-1.2286389118703376,-0.4374317059237755,0.509405635738563
813,-6,3,0,2,1,-0.9397523145111885,-0.4374317059237755,-0.5132594572331695
814,-5,5,1,1,1,0.6071888197345783,0.12310991285606031,0.6333650409472579
815,-3,5,1,1,1,1.1756430919574203,0.12310991285606031,-1.009097078067949
816,-10,5,1,1,3,0.21579407492540842,1.5244639598056497,1.036233107875516
817,-8,5,1,1,1,-0.0861390139273798,1.5244639598056497,0.23049697401899963
818,-10,5,1,2,3,0.5512752847618397,1.496436878866658,0.044557866205957364
819,-6,3,0,1,1,-1.1354496869157733,-0.4374317059237755,-0.5752391598375168
820,-6,3,1,1,1,-0.6508657171520392,-0.8578379200086523,-0.32732034942012717
821,-5,3,1,1,1,-0.5763143371883879,-0.8578379200086523,-1.4692963699052284
822,-10,4,1,1,3,-0.4178926547656286,1.0480035838427895,1.4081113235016007
823,-4,5,1,1,1,0.4021725248345369,0.12310991285606031,-1.7001707621064226
824,-7,3,1,2,3,-0.5297197247111057,-0.8578379200086523,0.8812838513646476
825,-5,3,1,1,1,-0.6135900271702135,-0.8578379200086523,-0.7301884163483854
826,-5,3,1,1,3,-0.05445467744282795,-0.8298108390696606,-0.35831020072230085
827,-5,3,1,2,1,0.08532915998901844,-0.8578379200086523,-0.5256553977540389
828,-5,3,1,1,3,-0.16628174738830506,-0.8578379200086523,-0.451279754628822
829,-3,3,1,1,3,0.23443191991632126,-0.8298108390696606,-1.5669144015070755
830,-4,5,1,2,1,0.5885509747436655,0.12310991285606031,-0.38310208176403987
831,-6,5,1,1,3,1.140231186474686,1.5244639598056497,0.4164360818320419
832,-7,5,1,2,3,0.6966504756909601,1.5244639598056497,0.4474259331342156
833,-10,5,1,1,3,0.21579407492540842,1.5244639598056497,1.1292026617820372
834,-9,4,1,1,3,0.08532915998901844,1.5244639598056497,2.647705375588549
835,-8,3,1,1,1,-0.38061696478380286,-0.8578379200086523,1.1911823643863846
836,-6,5,1,2,1,1.6881838292075237,2.3652763879754035,2.6167155242863753
837,-7,4,1,1,3,0.7190158896800555,1.5244639598056497,1.036233107875516
838,-4,5,1,1,1,1.1383674019755947,0.12310991285606031,-1.0400869293701225
839,-9,5,1,1,3,0.774929424652794,2.3652763879754035,3.9182892789776713
840,-9,4,1,1,1,-0.5353110782083795,0.963922341025814,-0.17237109290925862
841,-6,3,0,1,1,-0.9062041935275453,-0.4374317059237755,-0.9296700891804776
842,-6,3,0,1,1,-0.8838387795384499,-0.4374317059237755,-0.4202899033266483
843,-10,5,1,1,3,-0.19423851487467433,1.5244639598056497,1.0827178848287766
844,-9,5,1,1,3,0.15988053995266985,1.5244639598056497,0.4784157844363893
845,-7,3,0,2,1,-1.1727253768975991,-0.4374317059237755,-0.6372188624418643
846,-7,3,0,1,1,-0.8316528135638939,-0.4374317059237755,0.48755779057053056
847,-4,3,1,1,3,0.010777780025367034,-0.8578379200086523,0.10653756881030478
848,-7,3,0,2,1,-1.0161674789739312,-0.4374317059237755,0.6333650409472579
849,-4,3,1,1,3,0.09464808248447487,-0.8578379200086523,-0.9124087420051669
850,-5,3,1,2,1,0.141242694961757,-0.8298108390696606,-0.451279754628822
851,-5,3,1,2,3,-0.38061696478380286,-0.8298108390696606,1.7489996878255114
852,-5,3,1,1,1,0.15988053995266985,-0.8298108390696606,-0.4202899033266483
853,-8,3,1,2,3,-0.7943771235820682,-0.8298108390696606,-0.34526347332408575
854,-8,3,0,2,1,-1.060898306952122,-0.4374317059237755,-1.905788425496345
855,-8,4,1,1,3,0.6071888197345783,1.5244639598056497,0.38544623052986815
856,-8,3,1,1,1,-0.4365304997565414,-0.9979733247036113,1.1911823643863846
857,-7,3,0,2,1,-1.1354496869157733,-0.4374317059237755,0.13752742011247848
858,-7,4,1,1,1,0.6817401996982297,2.3652763879754035,0.9122737026668213
859,-6,3,1,1,1,-0.3526601972974336,-0.8298108390696606,-0.5888127147078689
860,-5,3,1,1,3,0.029415625016279884,-0.8354162552574589,1.1911823643863846
861,-7,5,1,1,1,-0.24083312735195647,0.12310991285606031,-0.9781072267657751
862,-4,3,1,1,3,0.5289098707727443,-0.8578379200086523,-1.1926189774794216
863,-7,3,0,1,1,-1.1839080838921467,-0.4374317059237755,-0.6062290111396905
864,-8,4,1,1,1,0.513999594780014,1.5244639598056497,2.678695226890723
865,-8,3,1,2,1,-0.3899358872792593,-0.8578379200086523,1.8636931274948563
866,-4,3,1,1,3,0.09464808248447487,-0.8578379200086523,0.38544623052986815
867,-7,5,1,1,1,0.5848234057454829,1.5244639598056497,-0.4202899033266483
868,-7,3,0,1,1,-1.1764529458957818,-0.4374317059237755,0.5713853383429104
869,-5,3,1,1,3,-0.20355743737013077,-0.8578379200086523,0.1685172714146522
870,-8,3,0,1,1,-1.0515793844566657,-0.4374317059237755,1.6560301339189902
871,-11,5,1,2,1,0.43944821481636265,2.3372493070364118,4.600066007625493
872,-8,4,1,1,3,0.4767239047981883,1.5244639598056497,0.40094115618095505
873,-6,3,1,2,3,-0.38061696478380286,-0.8578379200086523,-0.3397162899409967
874,-7,5,1,1,3,0.5438201467654746,1.5244639598056497,0.7883142974581264
875,-4,3,1,1,3,0.027551840517188602,-0.8578379200086523,-0.9161275241614276
876,-9,5,1,2,3,-0.04513575494737152,1.5244639598056497,1.7716532691274005
877,-7,3,0,2,1,-0.9639815129993752,-0.4374317059237755,-0.5132594572331695
878,-4,3,1,1,3,-0.47380618973836713,-0.8298108390696606,-0.8231579702549066
879,-9,3,0,2,1,-1.042260461961209,-0.4374317059237755,2.0279083495450747
880,-7,3,0,1,1,-0.8092873995747984,-0.4374317059237755,-0.3893000520244746
881,-2,5,1,1,1,1.5297621467847644,0.12310991285606031,-1.6012511567498842
882,-4,3,1,1,3,0.15988053995266985,-0.8578379200086523,0.13752742011247848
883,-9,5,1,1,3,0.029415625016279884,1.5244639598056497,1.7428017175650767
884,-4,3,2,1,3,0.36303305035361993,-0.21321505841184119,-1.6598839554135967
885,-7,5,1,1,3,-0.017178987461002247,1.5244639598056497,-1.5080336840329456
886,-4,3,1,1,3,-0.5390386472065621,-0.8578379200086523,-0.668208713744038
887,-10,4,1,1,1,-0.30606558482015145,1.0480035838427895,1.1911823643863846
888,-5,3,1,1,1,0.19715622993449555,-0.8298108390696606,0.4784157844363893
889,-6,5,1,2,1,0.5792320522482091,0.12310991285606031,-0.32732034942012717
890,-9,5,1,2,3,1.5577189142711338,2.3372493070364118,-0.6527137880929511
891,-7,3,0,2,1,-1.1671340234003253,-0.4374317059237755,0.2301870755059779
892,-6,5,1,1,1,0.4021725248345369,0.12310991285606031,-1.0555818550212093
893,-5,3,1,1,1,-0.34706884380015973,-0.8578379200086523,-0.8231579702549066
894,-7,3,1,2,1,-0.34706884380015973,-0.8298108390696606,-0.04841168770056377
895,-8,3,1,2,3,-0.2874277398292386,-0.8578379200086523,0.1685172714146522
896,-5,3,1,1,3,0.029415625016279884,-0.8354162552574589,1.1911823643863846
897,-5,3,2,1,1,0.23443191991632126,-0.8578379200086523,-0.9781072267657751
898,-8,3,1,1,1,-0.3526601972974336,-0.8578379200086523,0.5403954870407367
899,-7,3,0,1,1,-1.1354496869157733,-0.4374317059237755,0.26148682532117334
900,-6,3,1,1,1,-0.4588959137456369,-0.8578379200086523,0.4343172260333961
901,-9,5,1,2,3,0.4208103698254498,1.5244639598056497,1.1911823643863846
902,-5,3,1,1,3,0.029415625016279884,-0.8578379200086523,0.3816344788197008
903,-9,5,1,1,3,0.34625898986179837,1.5244639598056497,1.1292026617820372
904,-5,3,1,1,3,-0.1756006698837615,-0.8578379200086523,-0.703537144228516
905,-11,3,0,2,1,-1.2006821443839684,-0.4374317059237755,0.4164360818320419
906,-7,5,1,1,1,0.5326374397709269,0.12310991285606031,-0.8851376728592539
907,-5,5,1,1,1,-0.13273362640466194,0.12310991285606031,-1.0199435260237095
908,-10,5,1,1,1,-0.5353110782083795,1.5244639598056497,1.3151417695950796
909,-4,5,1,1,1,1.1476863244710511,0.12310991285606031,-0.5132594572331695
910,-3,5,1,1,1,0.37421575734816764,0.12310991285606031,-0.9471173754636014
911,-7,5,1,2,1,0.4208103698254498,0.12310991285606031,0.2552888550607386
912,-10,5,1,1,1,0.06669131499810559,1.5244639598056497,0.8502940000624738
913,-8,5,1,1,1,-0.1606903938910312,1.5244639598056497,-0.4822696059309957
914,-5,3,1,2,1,-0.3526601972974336,-0.8578379200086523,-0.5066896087571086
915,-5,3,1,2,1,0.08532915998901844,-0.8298108390696606,-0.7611782676505591
916,-6,3,0,2,1,-1.0143036944748398,-0.4374317059237755,-0.451279754628822
917,-6,5,1,1,1,0.5885509747436655,0.12310991285606031,0.509405635738563
918,-5,5,1,1,1,0.9948559955455657,0.12310991285606031,-0.8231579702549066
919,-4,3,1,1,1,0.09464808248447487,-0.8578379200086523,-0.23435079551360605
920,-7,5,1,2,1,0.4021725248345369,0.12310991285606031,0.35445637922769446
921,-7,3,0,1,1,-0.9844831424893793,-0.4374317059237755,-0.42416363473942004
922,-7,3,0,1,1,-1.2100010668794248,-0.4374317059237755,1.0408815855708422
923,-4,5,1,2,1,-0.048863323945554094,0.12310991285606031,-1.3499854423918596
924,-6,3,2,1,1,-1.0702172294475785,0.11750449666826195,3.9913633483481967
925,-5,3,1,2,3,-0.1606903938910312,-0.8298108390696606,0.01356801490378365
926,-3,3,1,1,1,0.15988053995266985,-0.7177025153136934,-1.0156979163953117
927,-8,3,1,2,1,-0.1383249799019358,-0.8578379200086523,-0.510160472102952
928,-10,4,1,1,1,-0.30606558482015145,1.0480035838427895,1.1911823643863846
929,-6,3,1,1,3,-0.3433412748019772,-0.8578379200086523,-0.6514741940408642
930,-9,5,1,1,3,0.010777780025367034,1.5244639598056497,1.3151417695950796
931,-7,3,1,1,3,-0.6135900271702135,-0.8578379200086523,-0.36760715611295297
932,-6,3,1,2,1,-0.08241144492919723,-0.8578379200086523,-0.26534064681577973
933,-8,5,1,1,3,0.5046806722845576,1.5244639598056497,0.6953447435516052
934,-7,3,1,1,1,-0.8297890290648026,-0.8578379200086523,0.16327998654458484
935,-5,3,1,1,3,-0.1756006698837615,-0.8298108390696606,-0.23435079551360605
936,-7,3,1,2,1,-0.3247034298110643,-0.8578379200086523,0.6643548922494316
937,-7,4,1,1,3,0.8867564945982711,1.5244639598056497,-0.32732034942012717
938,-5,3,1,1,1,-0.15696282489284863,-0.8578379200086523,-1.1330564832766437
939,-5,3,1,2,1,-0.22219528236104363,-0.8298108390696606,-0.17237109290925862
940,-10,4,1,1,1,0.1393789104626657,1.0480035838427895,0.5804653647744473
941,-5,3,1,2,3,-0.2781088173337822,-0.8578379200086523,-0.35831020072230085
942,-11,3,0,1,1,-1.316236783327628,-0.4374317059237755,0.07554771750813107
943,-8,4,1,1,1,0.9203046155819142,1.5244639598056497,0.8193041487603001
944,-4,3,1,1,1,-0.5297197247111057,-0.8578379200086523,-0.7301884163483854
945,-3,5,1,1,1,1.3527026193710925,0.12310991285606031,-1.411965144996207
946,-7,3,0,2,1,-0.9677090819975577,-0.4374317059237755,0.5713853383429104
947,-7,3,0,2,1,-0.995665849483927,-0.4374317059237755,0.10653756881030478
948,-5,3,1,1,1,-0.2725174638365083,-0.8578379200086523,0.29247667662334703
949,-7,5,1,1,1,0.774929424652794,1.5244639598056497,0.4474259331342156
950,-11,3,0,2,1,-1.2286389118703376,-0.4374317059237755,4.228187791999408
951,-4,3,1,1,3,0.13192377246630058,-0.8578379200086523,-0.6062290111396905
952,-10,5,1,1,3,-0.5856332596838443,1.5244639598056497,1.0238371673546467
953,-4,5,1,1,1,1.0544970995164868,0.12310991285606031,-1.0137455557632749
954,-7,3,1,2,3,0.038734547511736314,-0.8298108390696606,0.6488599665983448
955,-5,3,1,1,1,-0.06004603094010181,-0.8578379200086523,-0.9471173754636014
956,-6,5,1,1,1,0.5885509747436655,1.5244639598056497,-1.0400869293701225
957,-11,4,1,1,1,-0.47380618973836713,0.963922341025814,0.8698795860854476
958,-5,3,1,2,1,-0.388072102780168,-0.8578379200086523,-0.17237109290925862
959,-5,5,1,1,1,1.129048479480138,0.12310991285606031,-1.6339454498736774
960,-4,3,1,1,1,-0.20355743737013077,-0.8298108390696606,-1.4429549962983808
961,-10,5,1,1,3,-0.08241144492919723,1.5244639598056497,0.4474259331342156
962,-8,4,1,1,1,0.6071888197345783,1.5244639598056497,0.01356801490378365
963,-9,5,1,2,1,0.06296374599992302,1.5244639598056497,1.1014667448665918
964,-5,3,1,1,1,-0.23524177385468262,-0.29729630122881656,-0.4202899033266483
965,-9,5,1,1,3,-0.4365304997565414,1.5244639598056497,1.5010808774081217
966,-4,3,1,2,1,0.19529244543540428,-0.8578379200086523,-0.4822696059309957
967,-6,3,1,1,1,-0.25760718784377806,-0.8298108390696606,1.2221722156885584
968,-10,5,1,1,3,0.7656105021573375,2.3372493070364118,1.144697587433124
969,-9,5,1,2,1,-0.5297197247111057,1.5244639598056497,0.726334594853779
970,-5,3,1,1,1,-0.2874277398292386,-0.8578379200086523,-0.5066896087571086
971,-8,5,1,1,3,0.3201660068745204,1.5244639598056497,0.47531679930617193
972,-4,3,1,1,1,-0.3153845073156079,-0.8578379200086523,-0.6372188624418643
973,-4,5,1,1,1,0.17851838494358271,0.12310991285606031,-1.3809752936940334
974,-5,3,1,1,3,-0.1606903938910312,-0.8298108390696606,-0.8231579702549066
975,-8,3,0,2,1,-0.995665849483927,-0.4374317059237755,1.8419692417320326
976,-6,3,1,2,3,-0.37129804228834645,-0.8578379200086523,0.044557866205957364
977,-5,3,1,1,1,-0.6601846396474956,-0.8298108390696606,-0.6930005947857769
978,-9,5,1,1,1,0.26238868740269056,1.5244639598056497,1.2872509034231232
979,-7,3,0,2,1,-1.0329415394657526,-0.4374317059237755,0.1995071227168259
980,-8,3,1,2,1,-0.6788224846384086,-0.8298108390696606,0.3234665279255208
981,-5,3,1,1,1,-0.12900605740647936,-0.8578379200086523,-0.3731853293473443
982,-8,5,1,2,3,0.21206650592722584,1.5244639598056497,2.895624186005939
983,-6,3,1,1,1,-0.7925133390829769,0.11750449666826195,-0.7578313637099243
984,-9,5,1,1,1,0.32389357587270295,1.5244639598056497,0.04833862806482255
985,-8,5,1,2,3,0.5326374397709269,1.5244639598056497,2.15186775475377
986,-8,3,1,1,1,-0.16628174738830506,-0.8578379200086523,-0.46057671001947414
987,-4,3,1,1,1,-0.48312511223382354,-0.8298108390696606,-1.2942037100479469
988,-4,3,1,1,1,-0.017178987461002247,-0.8298108390696606,-1.1311970921985133
989,-5,3,1,1,1,-0.2874277398292386,-0.8578379200086523,-1.436075249309298
990,-7,3,1,1,1,-0.38434453378198546,-0.8578379200086523,-0.8231579702549066
991,-8,3,1,1,1,-0.34706884380015973,-0.8578379200086523,0.15984011305004356
992,-4,3,1,2,3,-0.2501520498474129,-0.8298108390696606,-0.668208713744038
993,-5,3,1,1,3,0.19715622993449555,-0.8578379200086523,-0.8541478215570802
994,-8,4,1,1,3,-0.36197911979289,1.496436878866658,0.1685172714146522
995,-7,3,0,2,1,-0.917386900522093,-0.4374317059237755,-0.6991985650462117
996,-9,4,1,1,1,0.5233185172754705,1.5244639598056497,0.8193041487603001
997,-7,5,1,1,1,0.6631023547073168,0.12310991285606031,-0.6991985650462117
998,-3,5,1,1,1,0.9053943395891839,0.12310991285606031,-0.8862223176548301
999,-5,3,1,1,1,-0.5856332596838443,-0.8298108390696606,-0.9471173754636014
1000,-9,5,1,2,1,0.5885509747436655,2.3652763879754035,2.74067492949507
1001,-5,3,1,2,1,-0.026497909956458673,-0.8578379200086523,-0.07940153900273748
1002,-10,5,1,2,1,0.5885509747436655,1.5244639598056497,2.74067492949507
1003,-7,5,1,2,3,0.6631023547073168,2.3372493070364118,0.6023751896450842
1004,-5,3,1,2,1,-0.15696282489284863,-0.8298108390696606,0.5713853383429104
1005,-5,5,1,1,1,-0.2128763598655872,0.12310991285606031,-0.6721134350081118
1006,-8,5,1,1,3,-0.04513575494737152,1.5244639598056497,1.5909514461844254
1007,-7,3,0,1,1,-1.1764529458957818,-0.4374317059237755,0.36899061948841394
1008,-5,5,1,1,1,0.5866871902445742,0.12310991285606031,-0.776673193301646
1009,-5,3,1,1,1,0.4021725248345369,-0.8578379200086523,-0.2963304981179535
1010,-4,3,1,2,3,-0.04513575494737152,-0.8298108390696606,-0.7611782676505591
1011,-9,5,1,2,3,0.06669131499810559,1.496436878866658,-0.4202899033266483
1012,-4,3,1,2,1,0.4021725248345369,-0.8298108390696606,-0.5814371300979516
1013,-8,3,1,2,3,-0.8838387795384499,-0.8578379200086523,0.9472922346382775
1014,-8,5,1,1,3,0.3611692658545287,1.5132531274300531,0.07554771750813107
1015,-5,5,1,1,1,0.8867564945982711,0.12310991285606031,-0.8231579702549066
1016,-6,3,1,1,1,0.141242694961757,-0.8578379200086523,-1.2260260371831648
1017,-5,3,1,2,3,-0.017178987461002247,-0.8298108390696606,-1.529726579944467
1018,-5,3,1,1,3,-0.5949521821793007,-0.8578379200086523,0.7883142974581264
1019,-6,5,1,1,1,0.9799457195528354,1.5244639598056497,-0.3660576635478443
1020,-5,3,1,1,1,-0.5800419061865704,-0.8578379200086523,-0.17237109290925862
1021,-4,3,1,2,3,-0.15696282489284863,-0.8298108390696606,-0.13518327134665015
1022,-5,3,1,2,3,0.08532915998901844,-0.8578379200086523,-0.20336094421143233
1023,-4,5,1,1,1,1.21851013543652,0.12310991285606031,-0.8851376728592539
1024,-8,3,1,2,3,-0.4998991727256451,-0.8578379200086523,0.8502940000624738
1025,-6,5,1,1,1,0.43944821481636265,0.12310991285606031,-0.16797053402434994
1026,-5,3,1,1,3,0.21579407492540842,-0.8578379200086523,-0.9471173754636014
1027,-7,3,1,1,1,-0.5110818797201928,-0.8578379200086523,1.036233107875516
1028,-8,3,0,1,1,-1.0236226169702962,-0.4374317059237755,0.8812838513646476
1029,-9,5,1,2,3,0.43944821481636265,1.5244639598056497,1.1292026617820372
1030,-10,5,1,1,1,0.11328592747538772,2.3652763879754035,2.461766267775507
1031,-7,4,1,1,3,0.4580860598072755,1.5244639598056497,1.1292026617820372
1032,-5,3,1,1,1,-0.08241144492919723,-0.8578379200086523,0.726334594853779
1033,-10,5,1,1,1,-0.5110818797201928,1.5244639598056497,1.0052432565733425
1034,-5,3,1,2,3,0.34625898986179837,-0.8578379200086523,-0.9781072267657751
1035,-5,3,1,1,1,-0.3153845073156079,-0.8578379200086523,-0.6107535294298079
1036,-11,3,0,2,1,-1.2100010668794248,-0.4374317059237755,1.9659286469407273
1037,-8,3,1,1,3,-0.7943771235820682,-0.8578379200086523,-0.01742183639839006
1038,-8,3,1,1,3,-0.30979315381833405,-0.8578379200086523,-0.6780944763094314
1039,-5,3,1,1,1,-0.29674666232469504,-0.8298108390696606,-0.49401475957451957
1040,-8,5,1,1,3,0.4021725248345369,1.244193150415732,0.38544623052986815
1041,-5,3,1,1,1,-0.6042711046747571,-0.8298108390696606,-1.5669144015070755
1042,-5,3,1,2,1,-0.017178987461002247,-0.8578379200086523,-0.01742183639839006
1043,-4,3,1,1,1,0.33694006736634197,-0.8578379200086523,0.044557866205957364
1044,-7,3,0,1,1,-0.9527988060048275,-0.4374317059237755,0.4164360818320419
1045,-4,3,1,1,1,0.23070435091813868,-0.8578379200086523,-0.2963304981179535
1046,-7,3,0,1,1,-0.8838387795384499,-0.4374317059237755,-0.4202899033266483
1047,-7,3,0,1,1,-1.1764529458957818,-0.4374317059237755,-0.3201926836206272
1048,-6,5,1,1,1,0.513999594780014,0.12310991285606031,-0.7301884163483854
1049,-6,5,1,1,1,1.1104106344892253,1.496436878866658,-0.1413812416070849
1050,-7,5,1,1,1,0.5046806722845576,0.12310991285606031,-0.1413812416070849
1051,-5,3,1,1,1,-0.6042711046747571,-0.8578379200086523,-0.5241059051889302
1052,-5,3,1,1,1,-0.1606903938910312,-0.8298108390696606,-0.5132594572331695
1053,-7,5,1,2,1,0.5046806722845576,0.12310991285606031,-0.8541478215570802
1054,-6,5,1,1,1,0.513999594780014,0.12310991285606031,-0.5752391598375168
1055,-7,3,1,1,1,-0.3153845073156079,-0.8578379200086523,0.26148682532117334
1056,-7,4,1,1,1,0.8494808046164454,1.5244639598056497,0.6333650409472579
1057,-6,5,1,1,1,0.4301292923209062,0.12310991285606031,-1.195036185880991
1058,-6,5,1,1,1,0.4021725248345369,0.12310991285606031,-1.2012341561414257
1059,-5,5,1,1,1,1.2035998594437896,0.12310991285606031,-1.5669144015070755
1060,-7,3,1,1,1,-0.6639122086456782,-0.8578379200086523,-0.01742183639839006
1061,-6,3,1,2,1,-0.2128763598655872,-0.8298108390696606,0.6333650409472579
1062,-7,3,0,2,1,-0.9024766245293627,-0.4374317059237755,-1.4243610855170765
1063,-8,5,1,1,3,0.4953617497891012,1.496436878866658,1.1292026617820372
1064,-6,3,1,1,3,-0.3153845073156079,-0.8298108390696606,0.18649138516991295
1065,-4,3,1,1,3,-0.40857373227017213,-0.8578379200086523,-0.9641617936797969
1066,-5,5,1,1,1,0.5978698972391219,0.12310991285606031,-0.37380512637338775
1067,-8,3,1,2,1,-0.3992548097747157,-0.8298108390696606,0.044557866205957364
1068,-4,5,1,1,1,0.95758030556374,0.12310991285606031,-0.648220259654136
1069,-4,3,1,1,1,0.141242694961757,-0.8578379200086523,0.1685172714146522
1070,-9,5,1,1,3,0.5699131297527527,1.5244639598056497,0.22429900375856487
1071,-6,5,1,1,1,0.8308429596255326,0.12310991285606031,-0.26534064681577973
1072,-5,5,1,2,1,0.33694006736634197,0.12310991285606031,-1.1640463345788175
1073,-5,3,1,2,1,0.16360810895085243,-0.8578379200086523,-0.668208713744038
1074,-4,5,1,1,1,1.0917727894983125,0.12310991285606031,-1.1640463345788175
1075,-7,3,0,2,1,-0.9024766245293627,-0.4374317059237755,-0.2963304981179535
1076,-9,4,1,1,1,-0.06936495343555824,0.963922341025814,2.5082510447287674
1077,-8,5,1,2,3,1.0544970995164868,2.3652763879754035,2.1961212624132735
1078,-7,3,0,2,1,-1.0049847719793834,-0.4374317059237755,-0.5752391598375168
1079,-5,3,1,1,1,-0.23524177385468262,-0.8578379200086523,-0.5281035960069106
1080,-8,3,1,1,3,-0.3731618267874377,-0.8298108390696606,-0.10729240517469382
1081,-10,5,1,1,1,0.7078331826855078,2.3652763879754035,0.38544623052986815
1082,-3,3,1,1,1,0.2530697649072341,-0.8578379200086523,-1.613399178460336
1083,-7,3,1,2,1,-0.6974603296293214,0.12310991285606031,-0.451279754628822
1084,-10,5,1,1,3,0.23443191991632126,1.5244639598056497,-1.1020666319744699
1085,-5,3,1,1,1,-0.08241144492919723,-0.8578379200086523,0.6736518476400837
1086,-4,3,1,2,1,0.029415625016279884,-0.8578379200086523,0.6333650409472579
1087,-8,3,1,2,1,-0.23151420485650004,-0.9979733247036113,-0.7301884163483854
1088,-6,3,0,2,1,-1.126130764420317,-0.4374317059237755,-0.2963304981179535
1089,-9,5,1,1,3,0.28289031689269467,1.496436878866658,1.90394894433638
1090,-7,3,0,1,1,-0.9583901595021013,-0.4374317059237755,0.01356801490378365
1091,-5,3,1,2,3,-0.15696282489284863,-0.8298108390696606,-0.3862010668942572
1092,-4,5,1,1,1,0.9240321845800968,0.09508283191706851,-1.0400869293701225
1093,-6,3,1,2,3,-0.20355743737013077,-0.8298108390696606,0.4474259331342156
1094,-7,3,1,1,3,-0.2725174638365083,-0.8578379200086523,-0.4202899033266483
1095,-10,5,1,1,3,0.4580860598072755,1.496436878866658,1.18498439412595
1096,-6,3,1,1,3,-0.6322278721611264,-0.8578379200086523,-1.0400869293701225
1097,-9,5,1,1,3,1.2464669029228892,2.3652763879754035,1.3151417695950796
1098,-4,5,1,1,1,0.21579407492540842,0.12310991285606031,-1.276198606441384
1099,-8,5,1,1,3,0.7562915796618811,1.5216612517117507,0.5713853383429104
